part_id|fix_id|part_name|amazon_search_query
863|849|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
864|850|Digital multimeter|https://www.amazon.com/s?k=Digital+multimeter+automotive
865|851|Wheel speed sensor|https://www.amazon.com/s?k=Wheel+speed+sensor+automotive
866|852|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
879|865|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
880|866|Digital multimeter|https://www.amazon.com/s?k=Digital+multimeter+automotive
881|867|Wheel speed sensor|https://www.amazon.com/s?k=Wheel+speed+sensor+automotive
882|868|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
923|909|Brake pedal switch|https://www.amazon.com/s?k=Brake+pedal+switch+automotive
924|910|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
925|911|Brake pedal switch|https://www.amazon.com/s?k=Brake+pedal+switch+automotive
926|912|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
2872|2710|Engine oil (OEM-spec viscosity)|https://www.amazon.com/s?k=Engine+oil+%28OEM-spec+viscosity%29+automotive
2873|2710|Engine oil filter|https://www.amazon.com/s?k=Engine+oil+filter+automotive
2874|2711|VVT oil control valve (OCV) solenoid|https://www.amazon.com/s?k=VVT+oil+control+valve+%28OCV%29+solenoid+automotive
2875|2712|Camshaft phaser/VVT actuator|https://www.amazon.com/s?k=Camshaft+phaser%2FVVT+actuator+automotive
2876|2713|Timing chain/belt kit (chain or belt, tensioner, guides)|https://www.amazon.com/s?k=Timing+chain%2Fbelt+kit+%28chain+or+belt%2C+tensioner%2C+guides%29+automotive
2897|2729|Crankshaft position sensor|https://www.amazon.com/s?k=Crankshaft+position+sensor+automotive
2898|2729|Camshaft position sensor|https://www.amazon.com/s?k=Camshaft+position+sensor+automotive
2899|2730|Timing chain/belt kit (chain or belt, tensioner, guides)|https://www.amazon.com/s?k=Timing+chain%2Fbelt+kit+%28chain+or+belt%2C+tensioner%2C+guides%29+automotive
2900|2731|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
3901|3481|Mass air flow sensor cleaner spray|https://www.amazon.com/s?k=Mass+air+flow+sensor+cleaner+spray+automotive
3902|3482|Mass air flow (MAF) sensor|https://www.amazon.com/s?k=Mass+air+flow+%28MAF%29+sensor+automotive
3903|3482|MAF sensor connector pigtail|https://www.amazon.com/s?k=MAF+sensor+connector+pigtail+automotive
3904|3483|Engine air intake boot / coupler|https://www.amazon.com/s?k=Engine+air+intake+boot+%2F+coupler+automotive
3905|3484|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
3906|3485|Mass air flow sensor cleaner spray|https://www.amazon.com/s?k=Mass+air+flow+sensor+cleaner+spray+automotive
3907|3486|Mass air flow (MAF) sensor|https://www.amazon.com/s?k=Mass+air+flow+%28MAF%29+sensor+automotive
3908|3486|MAF sensor connector pigtail|https://www.amazon.com/s?k=MAF+sensor+connector+pigtail+automotive
3909|3487|Engine air intake boot / coupler|https://www.amazon.com/s?k=Engine+air+intake+boot+%2F+coupler+automotive
3910|3488|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
3925|3500|Throttle body/MAP sensor cleaner|https://www.amazon.com/s?k=Throttle+body%2FMAP+sensor+cleaner+automotive
3926|3501|Manifold absolute pressure (MAP) sensor|https://www.amazon.com/s?k=Manifold+absolute+pressure+%28MAP%29+sensor+automotive
3927|3501|MAP sensor O-ring seal|https://www.amazon.com/s?k=MAP+sensor+O-ring+seal+automotive
3928|3502|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
3980|3545|Dielectric grease|https://www.amazon.com/s?k=Dielectric+grease+automotive
3981|3546|Intake air temperature sensor|https://www.amazon.com/s?k=Intake+air+temperature+sensor+automotive
3982|3547|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
3983|3548|Dielectric grease|https://www.amazon.com/s?k=Dielectric+grease+automotive
3984|3549|Intake air temperature sensor|https://www.amazon.com/s?k=Intake+air+temperature+sensor+automotive
3985|3550|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
3998|3560|Coolant (OEM-spec type)|https://www.amazon.com/s?k=Coolant+%28OEM-spec+type%29+automotive
3999|3561|Coolant temperature sensor|https://www.amazon.com/s?k=Coolant+temperature+sensor+automotive
4000|3561|Coolant (OEM-spec type)|https://www.amazon.com/s?k=Coolant+%28OEM-spec+type%29+automotive
4001|3562|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
4034|3587|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
4035|3588|Electronic throttle body assembly|https://www.amazon.com/s?k=Electronic+throttle+body+assembly+automotive
4036|3588|Accelerator pedal position sensor assembly|https://www.amazon.com/s?k=Accelerator+pedal+position+sensor+assembly+automotive
4037|3589|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
4063|3608|Coolant (OEM-spec type)|https://www.amazon.com/s?k=Coolant+%28OEM-spec+type%29+automotive
4064|3609|Engine thermostat|https://www.amazon.com/s?k=Engine+thermostat+automotive
4065|3609|Thermostat housing gasket/seal|https://www.amazon.com/s?k=Thermostat+housing+gasket%2Fseal+automotive
4066|3610|Water pump|https://www.amazon.com/s?k=Water+pump+automotive
4067|3610|Water pump gasket|https://www.amazon.com/s?k=Water+pump+gasket+automotive
4100|3635|Exhaust manifold/pipe gasket|https://www.amazon.com/s?k=Exhaust+manifold%2Fpipe+gasket+automotive
4101|3636|Oxygen sensor (bank/position-specific)|https://www.amazon.com/s?k=Oxygen+sensor+%28bank%2Fposition-specific%29+automotive
4102|3636|Anti-seize compound|https://www.amazon.com/s?k=Anti-seize+compound+automotive
4103|3637|High-temperature wiring repair kit|https://www.amazon.com/s?k=High-temperature+wiring+repair+kit+automotive
4108|3641|Silicone-free RTV sealant (for future repairs)|https://www.amazon.com/s?k=Silicone-free+RTV+sealant+%28for+future+repairs%29+automotive
4109|3642|Oxygen sensor (bank/position-specific)|https://www.amazon.com/s?k=Oxygen+sensor+%28bank%2Fposition-specific%29+automotive
4110|3642|Anti-seize compound|https://www.amazon.com/s?k=Anti-seize+compound+automotive
4111|3643|Exhaust manifold/pipe gasket|https://www.amazon.com/s?k=Exhaust+manifold%2Fpipe+gasket+automotive
4116|3647|Automotive fuse assortment|https://www.amazon.com/s?k=Automotive+fuse+assortment+automotive
4117|3647|Relay (O2 heater circuit)|https://www.amazon.com/s?k=Relay+%28O2+heater+circuit%29+automotive
4118|3648|Oxygen sensor (heated, bank/position-specific)|https://www.amazon.com/s?k=Oxygen+sensor+%28heated%2C+bank%2Fposition-specific%29+automotive
4119|3648|Anti-seize compound|https://www.amazon.com/s?k=Anti-seize+compound+automotive
4120|3649|High-temperature wiring repair kit|https://www.amazon.com/s?k=High-temperature+wiring+repair+kit+automotive
4129|3656|Exhaust manifold/pipe gasket|https://www.amazon.com/s?k=Exhaust+manifold%2Fpipe+gasket+automotive
4130|3657|Oxygen sensor (bank/position-specific)|https://www.amazon.com/s?k=Oxygen+sensor+%28bank%2Fposition-specific%29+automotive
4131|3657|Anti-seize compound|https://www.amazon.com/s?k=Anti-seize+compound+automotive
4132|3658|High-temperature wiring repair kit|https://www.amazon.com/s?k=High-temperature+wiring+repair+kit+automotive
4165|3683|Automotive fuse assortment|https://www.amazon.com/s?k=Automotive+fuse+assortment+automotive
4166|3683|Relay (O2 heater circuit)|https://www.amazon.com/s?k=Relay+%28O2+heater+circuit%29+automotive
4167|3684|Oxygen sensor (heated, bank/position-specific)|https://www.amazon.com/s?k=Oxygen+sensor+%28heated%2C+bank%2Fposition-specific%29+automotive
4168|3684|Anti-seize compound|https://www.amazon.com/s?k=Anti-seize+compound+automotive
4169|3685|High-temperature wiring repair kit|https://www.amazon.com/s?k=High-temperature+wiring+repair+kit+automotive
4369|3827|Intake gasket set|https://www.amazon.com/s?k=Intake+gasket+set+automotive
4370|3827|PCV hose|https://www.amazon.com/s?k=PCV+hose+automotive
4371|3828|Fuel filter|https://www.amazon.com/s?k=Fuel+filter+automotive
4372|3828|Fuel pump assembly (if weak)|https://www.amazon.com/s?k=Fuel+pump+assembly+%28if+weak%29+automotive
4373|3829|Exhaust manifold gasket|https://www.amazon.com/s?k=Exhaust+manifold+gasket+automotive
4374|3829|Exhaust manifold stud/nut set|https://www.amazon.com/s?k=Exhaust+manifold+stud%2Fnut+set+automotive
4375|3830|Mass air flow sensor cleaner spray|https://www.amazon.com/s?k=Mass+air+flow+sensor+cleaner+spray+automotive
4376|3831|Fuel injector|https://www.amazon.com/s?k=Fuel+injector+automotive
4377|3831|Injector seal/washer kit|https://www.amazon.com/s?k=Injector+seal%2Fwasher+kit+automotive
4378|3832|Fuel pressure regulator|https://www.amazon.com/s?k=Fuel+pressure+regulator+automotive
4379|3832|Regulator seal kit|https://www.amazon.com/s?k=Regulator+seal+kit+automotive
4383|3836|Intake gasket set|https://www.amazon.com/s?k=Intake+gasket+set+automotive
4384|3836|PCV hose|https://www.amazon.com/s?k=PCV+hose+automotive
4385|3837|Fuel filter|https://www.amazon.com/s?k=Fuel+filter+automotive
4386|3837|Fuel pump assembly (if weak)|https://www.amazon.com/s?k=Fuel+pump+assembly+%28if+weak%29+automotive
4387|3838|Exhaust manifold gasket|https://www.amazon.com/s?k=Exhaust+manifold+gasket+automotive
4388|3838|Exhaust manifold stud/nut set|https://www.amazon.com/s?k=Exhaust+manifold+stud%2Fnut+set+automotive
4389|3839|Mass air flow sensor cleaner spray|https://www.amazon.com/s?k=Mass+air+flow+sensor+cleaner+spray+automotive
4390|3840|Fuel injector|https://www.amazon.com/s?k=Fuel+injector+automotive
4391|3840|Injector seal/washer kit|https://www.amazon.com/s?k=Injector+seal%2Fwasher+kit+automotive
4392|3841|Fuel pressure regulator|https://www.amazon.com/s?k=Fuel+pressure+regulator+automotive
4393|3841|Regulator seal kit|https://www.amazon.com/s?k=Regulator+seal+kit+automotive
6093|5039|Spark plug set|https://www.amazon.com/s?k=Spark+plug+set+automotive
6094|5039|Ignition coil boot/seal kit|https://www.amazon.com/s?k=Ignition+coil+boot%2Fseal+kit+automotive
6095|5040|Engine smoke machine test solution|https://www.amazon.com/s?k=Engine+smoke+machine+test+solution+automotive
6096|5040|Intake gasket set|https://www.amazon.com/s?k=Intake+gasket+set+automotive
6097|5041|Fresh fuel (top off tank)|https://www.amazon.com/s?k=Fresh+fuel+%28top+off+tank%29+automotive
6098|5042|Electric fuel pump assembly|https://www.amazon.com/s?k=Electric+fuel+pump+assembly+automotive
6099|5042|Fuel pressure test gauge|https://www.amazon.com/s?k=Fuel+pressure+test+gauge+automotive
6100|5043|Spark plug (single)|https://www.amazon.com/s?k=Spark+plug+%28single%29+automotive
6101|5043|Ignition coil-on-plug unit|https://www.amazon.com/s?k=Ignition+coil-on-plug+unit+automotive
6102|5044|Fuel injector (single cylinder)|https://www.amazon.com/s?k=Fuel+injector+%28single+cylinder%29+automotive
6103|5044|Injector O-ring service kit|https://www.amazon.com/s?k=Injector+O-ring+service+kit+automotive
6104|5045|Compression tester kit|https://www.amazon.com/s?k=Compression+tester+kit+automotive
6105|5045|Cylinder leak-down tester|https://www.amazon.com/s?k=Cylinder+leak-down+tester+automotive
6106|5046|Cylinder head gasket set|https://www.amazon.com/s?k=Cylinder+head+gasket+set+automotive
6107|5046|Valve seat/guide service kit|https://www.amazon.com/s?k=Valve+seat%2Fguide+service+kit+automotive
6108|5047|Spark plug (single)|https://www.amazon.com/s?k=Spark+plug+%28single%29+automotive
6109|5047|Ignition coil-on-plug unit|https://www.amazon.com/s?k=Ignition+coil-on-plug+unit+automotive
6110|5048|Fuel injector (single cylinder)|https://www.amazon.com/s?k=Fuel+injector+%28single+cylinder%29+automotive
6111|5048|Injector O-ring service kit|https://www.amazon.com/s?k=Injector+O-ring+service+kit+automotive
6112|5049|Compression tester kit|https://www.amazon.com/s?k=Compression+tester+kit+automotive
6113|5049|Cylinder leak-down tester|https://www.amazon.com/s?k=Cylinder+leak-down+tester+automotive
6114|5050|Cylinder head gasket set|https://www.amazon.com/s?k=Cylinder+head+gasket+set+automotive
6115|5050|Valve seat/guide service kit|https://www.amazon.com/s?k=Valve+seat%2Fguide+service+kit+automotive
6116|5051|Spark plug (single)|https://www.amazon.com/s?k=Spark+plug+%28single%29+automotive
6117|5051|Ignition coil-on-plug unit|https://www.amazon.com/s?k=Ignition+coil-on-plug+unit+automotive
6118|5052|Fuel injector (single cylinder)|https://www.amazon.com/s?k=Fuel+injector+%28single+cylinder%29+automotive
6119|5052|Injector O-ring service kit|https://www.amazon.com/s?k=Injector+O-ring+service+kit+automotive
6120|5053|Compression tester kit|https://www.amazon.com/s?k=Compression+tester+kit+automotive
6121|5053|Cylinder leak-down tester|https://www.amazon.com/s?k=Cylinder+leak-down+tester+automotive
6122|5054|Cylinder head gasket set|https://www.amazon.com/s?k=Cylinder+head+gasket+set+automotive
6123|5054|Valve seat/guide service kit|https://www.amazon.com/s?k=Valve+seat%2Fguide+service+kit+automotive
6124|5055|Spark plug (single)|https://www.amazon.com/s?k=Spark+plug+%28single%29+automotive
6125|5055|Ignition coil-on-plug unit|https://www.amazon.com/s?k=Ignition+coil-on-plug+unit+automotive
6126|5056|Fuel injector (single cylinder)|https://www.amazon.com/s?k=Fuel+injector+%28single+cylinder%29+automotive
6127|5056|Injector O-ring service kit|https://www.amazon.com/s?k=Injector+O-ring+service+kit+automotive
6128|5057|Compression tester kit|https://www.amazon.com/s?k=Compression+tester+kit+automotive
6129|5057|Cylinder leak-down tester|https://www.amazon.com/s?k=Cylinder+leak-down+tester+automotive
6130|5058|Cylinder head gasket set|https://www.amazon.com/s?k=Cylinder+head+gasket+set+automotive
6131|5058|Valve seat/guide service kit|https://www.amazon.com/s?k=Valve+seat%2Fguide+service+kit+automotive
6132|5059|Spark plug (single)|https://www.amazon.com/s?k=Spark+plug+%28single%29+automotive
6133|5059|Ignition coil-on-plug unit|https://www.amazon.com/s?k=Ignition+coil-on-plug+unit+automotive
6134|5060|Fuel injector (single cylinder)|https://www.amazon.com/s?k=Fuel+injector+%28single+cylinder%29+automotive
6135|5060|Injector O-ring service kit|https://www.amazon.com/s?k=Injector+O-ring+service+kit+automotive
6136|5061|Compression tester kit|https://www.amazon.com/s?k=Compression+tester+kit+automotive
6137|5061|Cylinder leak-down tester|https://www.amazon.com/s?k=Cylinder+leak-down+tester+automotive
6138|5062|Cylinder head gasket set|https://www.amazon.com/s?k=Cylinder+head+gasket+set+automotive
6139|5062|Valve seat/guide service kit|https://www.amazon.com/s?k=Valve+seat%2Fguide+service+kit+automotive
6140|5063|Spark plug (single)|https://www.amazon.com/s?k=Spark+plug+%28single%29+automotive
6141|5063|Ignition coil-on-plug unit|https://www.amazon.com/s?k=Ignition+coil-on-plug+unit+automotive
6142|5064|Fuel injector (single cylinder)|https://www.amazon.com/s?k=Fuel+injector+%28single+cylinder%29+automotive
6143|5064|Injector O-ring service kit|https://www.amazon.com/s?k=Injector+O-ring+service+kit+automotive
6144|5065|Compression tester kit|https://www.amazon.com/s?k=Compression+tester+kit+automotive
6145|5065|Cylinder leak-down tester|https://www.amazon.com/s?k=Cylinder+leak-down+tester+automotive
6146|5066|Cylinder head gasket set|https://www.amazon.com/s?k=Cylinder+head+gasket+set+automotive
6147|5066|Valve seat/guide service kit|https://www.amazon.com/s?k=Valve+seat%2Fguide+service+kit+automotive
6314|5187|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
6315|5188|Knock (combustion vibration) sensor|https://www.amazon.com/s?k=Knock+%28combustion+vibration%29+sensor+automotive
6316|5189|Shielded automotive wiring repair kit|https://www.amazon.com/s?k=Shielded+automotive+wiring+repair+kit+automotive
6317|5190|Engine control module (ECM), replacement unit|https://www.amazon.com/s?k=Engine+control+module+%28ECM%29%2C+replacement+unit+automotive
6380|5251|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
6381|5252|Crankshaft position sensor|https://www.amazon.com/s?k=Crankshaft+position+sensor+automotive
6382|5253|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
6383|5254|Crankshaft reluctor wheel/tone ring|https://www.amazon.com/s?k=Crankshaft+reluctor+wheel%2Ftone+ring+automotive
6424|5294|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
6425|5295|Camshaft position sensor|https://www.amazon.com/s?k=Camshaft+position+sensor+automotive
6426|5295|Sensor O-ring seal|https://www.amazon.com/s?k=Sensor+O-ring+seal+automotive
6427|5296|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
6428|5297|Timing chain/belt service kit|https://www.amazon.com/s?k=Timing+chain%2Fbelt+service+kit+automotive
6429|5298|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
6430|5299|Camshaft position sensor|https://www.amazon.com/s?k=Camshaft+position+sensor+automotive
6431|5299|Sensor O-ring seal|https://www.amazon.com/s?k=Sensor+O-ring+seal+automotive
6432|5300|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
6433|5301|Timing chain/belt service kit|https://www.amazon.com/s?k=Timing+chain%2Fbelt+service+kit+automotive
7427|6037|EGR valve gasket|https://www.amazon.com/s?k=EGR+valve+gasket+automotive
7428|6037|Carbon-safe solvent cleaner|https://www.amazon.com/s?k=Carbon-safe+solvent+cleaner+automotive
7429|6038|EGR cooler gasket/clamp set|https://www.amazon.com/s?k=EGR+cooler+gasket%2Fclamp+set+automotive
7430|6039|EGR valve position sensor|https://www.amazon.com/s?k=EGR+valve+position+sensor+automotive
7431|6040|EGR valve assembly|https://www.amazon.com/s?k=EGR+valve+assembly+automotive
7432|6041|EGR valve gasket|https://www.amazon.com/s?k=EGR+valve+gasket+automotive
7433|6041|Carbon-safe solvent cleaner|https://www.amazon.com/s?k=Carbon-safe+solvent+cleaner+automotive
7434|6042|EGR cooler gasket/clamp set|https://www.amazon.com/s?k=EGR+cooler+gasket%2Fclamp+set+automotive
7435|6043|EGR valve position sensor|https://www.amazon.com/s?k=EGR+valve+position+sensor+automotive
7436|6044|EGR valve assembly|https://www.amazon.com/s?k=EGR+valve+assembly+automotive
7437|6045|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
7438|6046|Carbon-safe solvent cleaner|https://www.amazon.com/s?k=Carbon-safe+solvent+cleaner+automotive
7439|6046|EGR valve gasket|https://www.amazon.com/s?k=EGR+valve+gasket+automotive
7440|6047|EGR control valve/throttle assembly|https://www.amazon.com/s?k=EGR+control+valve%2Fthrottle+assembly+automotive
7441|6048|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
7507|6101|AIR delivery hose|https://www.amazon.com/s?k=AIR+delivery+hose+automotive
7508|6101|AIR system check valve|https://www.amazon.com/s?k=AIR+system+check+valve+automotive
7509|6102|AIR switching/combination valve|https://www.amazon.com/s?k=AIR+switching%2Fcombination+valve+automotive
7510|6103|Secondary air injection pump|https://www.amazon.com/s?k=Secondary+air+injection+pump+automotive
7511|6104|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
7582|6161|Exhaust manifold/downpipe gasket|https://www.amazon.com/s?k=Exhaust+manifold%2Fdownpipe+gasket+automotive
7583|6162|Upstream oxygen sensor (Bank 1 Sensor 1)|https://www.amazon.com/s?k=Upstream+oxygen+sensor+%28Bank+1+Sensor+1%29+automotive
7584|6163|Catalytic converter (direct-fit)|https://www.amazon.com/s?k=Catalytic+converter+%28direct-fit%29+automotive
7585|6164|Valve stem seal set|https://www.amazon.com/s?k=Valve+stem+seal+set+automotive
7586|6164|Head gasket set|https://www.amazon.com/s?k=Head+gasket+set+automotive
7662|6225|Exhaust manifold/downpipe gasket|https://www.amazon.com/s?k=Exhaust+manifold%2Fdownpipe+gasket+automotive
7663|6226|Upstream oxygen sensor (Bank 1 Sensor 1)|https://www.amazon.com/s?k=Upstream+oxygen+sensor+%28Bank+1+Sensor+1%29+automotive
7664|6227|Catalytic converter (direct-fit)|https://www.amazon.com/s?k=Catalytic+converter+%28direct-fit%29+automotive
7665|6228|Valve stem seal set|https://www.amazon.com/s?k=Valve+stem+seal+set+automotive
7666|6228|Head gasket set|https://www.amazon.com/s?k=Head+gasket+set+automotive
7740|6289|Fuel filler cap (OE-style seal)|https://www.amazon.com/s?k=Fuel+filler+cap+%28OE-style+seal%29+automotive
7741|6290|EVAP vapor hose assortment|https://www.amazon.com/s?k=EVAP+vapor+hose+assortment+automotive
7742|6291|EVAP purge solenoid valve|https://www.amazon.com/s?k=EVAP+purge+solenoid+valve+automotive
7743|6292|EVAP charcoal canister with vent valve|https://www.amazon.com/s?k=EVAP+charcoal+canister+with+vent+valve+automotive
7744|6293|EVAP vapor hose assortment|https://www.amazon.com/s?k=EVAP+vapor+hose+assortment+automotive
7745|6294|EVAP purge solenoid valve|https://www.amazon.com/s?k=EVAP+purge+solenoid+valve+automotive
7746|6295|EVAP charcoal canister with vent valve|https://www.amazon.com/s?k=EVAP+charcoal+canister+with+vent+valve+automotive
7747|6296|EVAP purge flow sensor|https://www.amazon.com/s?k=EVAP+purge+flow+sensor+automotive
7748|6297|Fuel filler cap (OE-style seal)|https://www.amazon.com/s?k=Fuel+filler+cap+%28OE-style+seal%29+automotive
7749|6298|EVAP vapor hose assortment|https://www.amazon.com/s?k=EVAP+vapor+hose+assortment+automotive
7750|6299|EVAP purge solenoid valve|https://www.amazon.com/s?k=EVAP+purge+solenoid+valve+automotive
7751|6300|EVAP charcoal canister with vent valve|https://www.amazon.com/s?k=EVAP+charcoal+canister+with+vent+valve+automotive
7764|6313|Electrical contact cleaner|https://www.amazon.com/s?k=Electrical+contact+cleaner+automotive
7765|6314|EVAP vent control solenoid valve|https://www.amazon.com/s?k=EVAP+vent+control+solenoid+valve+automotive
7766|6315|Compressed air duster|https://www.amazon.com/s?k=Compressed+air+duster+automotive
7767|6316|Automotive wiring repair kit (solder + heat-shrink)|https://www.amazon.com/s?k=Automotive+wiring+repair+kit+%28solder+%2B+heat-shrink%29+automotive
7835|6373|Fuel filler cap (OE-style seal)|https://www.amazon.com/s?k=Fuel+filler+cap+%28OE-style+seal%29+automotive
7836|6374|EVAP vapor hose assortment|https://www.amazon.com/s?k=EVAP+vapor+hose+assortment+automotive
7837|6375|EVAP charcoal canister with vent valve|https://www.amazon.com/s?k=EVAP+charcoal+canister+with+vent+valve+automotive
7838|6376|Fuel sending unit seal/gasket|https://www.amazon.com/s?k=Fuel+sending+unit+seal%2Fgasket+automotive
7839|6377|Fuel filler cap (OE-style seal)|https://www.amazon.com/s?k=Fuel+filler+cap+%28OE-style+seal%29+automotive
7840|6378|EVAP vapor hose assortment|https://www.amazon.com/s?k=EVAP+vapor+hose+assortment+automotive
7841|6379|EVAP purge solenoid valve|https://www.amazon.com/s?k=EVAP+purge+solenoid+valve+automotive
7842|6380|EVAP charcoal canister with vent valve|https://www.amazon.com/s?k=EVAP+charcoal+canister+with+vent+valve+automotive
7843|6381|Fuel filler cap (OE-style seal)|https://www.amazon.com/s?k=Fuel+filler+cap+%28OE-style+seal%29+automotive
